Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Number of patrons,Longitude,Latitude,location
2022,43,108068,108068,111-129 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),CitiClub On Queen Hotel,"Pt Gnd & Lvl 1, Level 2-7 113 Queen Street MELBOURNE VIC 3000",940,144.96063602022025,-37.81581228435,"-37.81581228435, 144.96063602022025"
2022,46,105964,105964,188-194 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Gin Palace,10 Russell Place MELBOURNE VIC 3000,150,144.9675811687,-37.81390744936704,"-37.81390744936704, 144.9675811687"
2022,48,101109,101109,39-43 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Spleen Central,41 Bourke Street MELBOURNE VIC 3000,100,144.9720476845,-37.81193513767982,"-37.81193513767982, 144.9720476845"
2022,48,105968,105968,62-66 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Magic Mountain Saloon,62-66 Little Collins Street MELBOURNE VIC 3000,285,144.971441857,-37.81280974337804,"-37.81280974337804, 144.971441857"
2022,55,109284,109284,191-205 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Eva's Restaurant & Bar,Mezzanine 195 Swanston Street MELBOURNE VIC 3000,200,144.96501083586128,-37.8130993046,"-37.8130993046, 144.96501083586128"
2022,55,109284,109284,191-205 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Black Opal,191 Swanston Street MELBOURNE VIC 3000,200,144.96501083586128,-37.8130993046,"-37.8130993046, 144.96501083586128"
2022,65,109292,109292,243-249 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Dodee Bbq,Level 1 243-249 Swanston Street MELBOURNE VIC 3000,300,144.9647362546334,-37.8123009589,"-37.8123009589, 144.9647362546334"
2022,66,105694,105694,233-237 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),The Emerald Peacock,233 Lonsdale Street MELBOURNE VIC 3000,300,144.96554789574998,-37.81158038740586,"-37.81158038740586, 144.96554789574998"
2022,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Cookie,"Unit S2, Level 1 252 Swanston Street MELBOURNE VIC 3000",300,144.965271426409,-37.81199286335,"-37.81199286335, 144.965271426409"
2022,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Strike Bowling,245-247 Little Lonsdale Street MELBOURNE VIC 3000,370,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
2022,84,103207,103207,315-323 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),The Meeting Place,"Gnd, Bmt & Level 2 315-321 Elizabeth Street MELBOURNE VIC 3000",250,144.9614594138,-37.81122099959329,"-37.81122099959329, 144.9614594138"
2022,97,105493,105493,52 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Karaoke Box Hit Studio,52 La Trobe Street MELBOURNE VIC 3000,300,144.96724634790002,-37.80828526461921,"-37.80828526461921, 144.96724634790002"
2022,105,103301,103301,442-450 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Kicks,446 Elizabeth Street MELBOURNE VIC 3000,365,144.96085872234173,-37.8083080579,"-37.8083080579, 144.96085872234173"
2022,115,103300,103300,452-472 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Chef David,"Shop 102, Level 1 458 Elizabeth Street MELBOURNE VIC 3000",189,144.96062400307895,-37.80783716475,"-37.80783716475, 144.96062400307895"
2022,214,106186,106186,414-422 Lygon Street CARLTON VIC 3053,Carlton,Green Man's Arms,414-422 Lygon Street CARLTON VIC 3053,120,144.96781235255,-37.79694533827049,"-37.79694533827049, 144.96781235255"
2022,252,106244,106244,160-162 Lygon Street CARLTON VIC 3053,Carlton,Vodka Temple,160-162 Lygon Street CARLTON VIC 3053,195,144.9667702761583,-37.80344127595,"-37.80344127595, 144.9667702761583"
2022,270,579293,104468,University House Building 112 230 Grattan Street PARKVILLE VIC 3010,Parkville,University House Club,University House Building 112 230 Grattan Street PARKVILLE VIC 3010,611,144.9612087442,-37.79677169577826,"-37.79677169577826, 144.9612087442"
2022,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE VIC 3051,North Melbourne,The Castle Hotel,56-58 Courtney Street NORTH MELBOURNE VIC 3051,317,144.9530338271951,-37.800898336900005,"-37.800898336900005, 144.9530338271951"
2022,435,107481,107481,65-67 Peel Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),The Drunken Poet,Ground 65 Peel Street WEST MELBOURNE VIC 3003,50,144.9554973132016,-37.8066676764,"-37.8066676764, 144.9554973132016"
2022,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,P J O'Briens Irish Pub & Side Bar,"Shop 12-16, Ground 3 Southgate Avenue SOUTHBANK VIC 3006",549,144.96630309077528,-37.82071820925,"-37.82071820925, 144.96630309077528"
2022,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Waterslide Bar,"Restaurant 3, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",200,144.96630309077528,-37.82071820925,"-37.82071820925, 144.96630309077528"
2022,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,The Pub at Crown,Part Casino 8 Whiteman Street SOUTHBANK VIC 3006,650,144.95832993123923,-37.823161595550005,"-37.823161595550005, 144.95832993123923"
2022,804,623559,110484,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Pan Pacific Melbourne,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,60,144.95231930285,-37.82542998795,"-37.82542998795, 144.95231930285"
2022,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Munich Brau Haus,45 South Wharf Promenade SOUTH WHARF VIC 3006,1100,144.95061461556418,-37.824111738400006,"-37.824111738400006, 144.95061461556418"
2022,807,108054,108054,1-25 Whiteman Street SOUTHBANK VIC 3006,Southbank,Mesh,Part Ground 1-25 Whiteman Street SOUTHBANK VIC 3006,300,144.96001929179084,-37.8239807135,"-37.8239807135, 144.96001929179084"
2022,861,102503,102503,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,245,144.98170002123896,-37.83431689595,"-37.83431689595, 144.98170002123896"
2022,1101,108845,108845,Grand Central Apartments 33-71 Spencer Street DOCKLANDS VIC 3008,Docklands,Gaylord Indian Restaurant,Restaurant 33 Spencer Street DOCKLANDS VIC 3008,199,144.95420017295,-37.8201773024649,"-37.8201773024649, 144.95420017295"
2022,1103,558180,558180,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Locker Room Club Bar,Part Ground 140 Harbour Esplanade DOCKLANDS VIC 3008,500,144.94756024120727,-37.81674197865,"-37.81674197865, 144.94756024120727"
2023,6,578321,573333,Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Icebar Melbourne,"Tenancy 15, Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",166,144.96994164279243,-37.817777826050005,"-37.817777826050005, 144.96994164279243"
2023,11,105295,105295,509 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),The Q,Restaurant 509 Flinders Lane MELBOURNE VIC 3000,150,144.9568890728645,-37.81962534015,"-37.81962534015, 144.9568890728645"
2023,12,103994,103994,502-504 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Insignia On Flinders,502-504 Flinders Street MELBOURNE VIC 3000,200,144.95765644665,-37.82005688946613,"-37.82005688946613, 144.95765644665"
2023,27,541562,102071,Grand Hyatt Hotel Gnd to Level 29 121-131 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),RU-CO,Part UprGround 121-131 Collins Street MELBOURNE VIC 3000,400,144.96980796645528,-37.81511565165,"-37.81511565165, 144.96980796645528"
2023,46,108537,108537,QT Melbourne 131-141 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),QT Melbourne,"Basement , Gnd & Level 1-8 & 11 133 Russell Street MELBOURNE VIC 3000",885,144.96783665800314,-37.81342912795,"-37.81342912795, 144.96783665800314"
2023,47,101124,101124,169 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bouvardia Melbourne,Level 2 169 Bourke Street MELBOURNE VIC 3000,150,144.9685634125,-37.812947112085325,"-37.812947112085325, 144.9685634125"
2023,48,101109,101109,39-43 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Spleen Central,41 Bourke Street MELBOURNE VIC 3000,100,144.9720476845,-37.81193513767982,"-37.81193513767982, 144.9720476845"
2023,48,101116,101116,79-85 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Good Heavens,Level 2 79 Bourke Street MELBOURNE VIC 3000,400,144.97103973560002,-37.81218018337256,"-37.81218018337256, 144.97103973560002"
2023,56,101207,101207,184-186 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Stars KTV & Lounge,Level 1-4 184-186 Bourke Street MELBOURNE VIC 3000,200,144.96768897975,-37.81267570088254,"-37.81267570088254, 144.96768897975"
2023,64,104659,104659,67-73 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),The Mill,Ground 67 Hardware Lane MELBOURNE VIC 3000,119,144.96090810025532,-37.8132346375,"-37.8132346375, 144.96090810025532"
2023,66,105691,105691,209-211 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Boilermaker House,209-211 Lonsdale Street MELBOURNE VIC 3000,180,144.96626025195002,-37.81143143651185,"-37.81143143651185, 144.96626025195002"
2023,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Mesa Verde,"Unit S13, Level 6 252 Swanston Street MELBOURNE VIC 3000",175,144.965271426409,-37.81199286335,"-37.81199286335, 144.965271426409"
2023,67,102199,102199,16-20 Corrs Lane MELBOURNE VIC 3000,Melbourne (CBD),Berlin Bar / House of Maximon,Level 1 16-20 Corrs Lane MELBOURNE VIC 3000,300,144.96838532430027,-37.811129317600006,"-37.811129317600006, 144.96838532430027"
2023,67,105673,105673,103-105 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bomba Tapas Bar and Rooftop,Ground & Rooftop 103 Lonsdale Street MELBOURNE VIC 3000,145,144.96925328869995,-37.81049413885108,"-37.81049413885108, 144.96925328869995"
2023,68,105900,105900,40-46 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),LONGSONG,Level 1 40-44 Little Bourke Street MELBOURNE VIC 3000,260,144.9711821656,-37.81059080656873,"-37.81059080656873, 144.9711821656"
2023,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),La La Land,Level 1 391 Little Lonsdale Street MELBOURNE VIC 3000,175,144.9603413046,-37.811874044517,"-37.811874044517, 144.9603413046"
2023,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Party World Karaoke Bar,"Shop 301, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",430,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2023,85,109302,109302,281-287 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Mui Karaoke,Level 2 258 Lonsdale Street MELBOURNE VIC 3000,243,144.9643588506305,-37.81143183285,"-37.81143183285, 144.9643588506305"
2023,87,106057,106057,106 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Troika Bar,Ground 106 Little Lonsdale Street MELBOURNE VIC 3000,60,144.96858968255,-37.80915143474398,"-37.80915143474398, 144.96858968255"
2023,104,103219,103219,413-417 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Workshop,Level 1 413-417 Elizabeth Street MELBOURNE VIC 3000,230,144.9605217744215,-37.80918733525,"-37.80918733525, 144.9605217744215"
2023,207,106142,106142,291-299 Lygon Street CARLTON VIC 3053,Carlton,Johnny's Green Room,Rooftop 293 Lygon Street CARLTON VIC 3053,200,144.96704168875,-37.79838895068619,"-37.79838895068619, 144.96704168875"
2023,207,106153,106153,331-335 Lygon Street CARLTON VIC 3053,Carlton,Wolf's Lair,Rear 331-335 Lygon Street CARLTON VIC 3053,80,144.96717190181073,-37.79751105955,"-37.79751105955, 144.96717190181073"
2023,254,106092,106092,143-145 Lygon Street CARLTON VIC 3053,Carlton,The Balcony Shisha Bar,Level 1 143-145 Lygon Street CARLTON VIC 3053,119,144.96609762915,-37.80378400705,"-37.80378400705, 144.96609762915"
2023,345,103393,103393,7 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Joe Taylor,7 Errol Street NORTH MELBOURNE VIC 3051,30,144.94901387796543,-37.8047971288,"-37.8047971288, 144.94901387796543"
2023,358,107887,107887,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,Bobbie Peels,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,240,144.9559534402919,-37.8039544673,"-37.8039544673, 144.9559534402919"
2023,618,109996,109996,1-9 Powlett Street EAST MELBOURNE VIC 3002,East Melbourne,Route 66 Bar & Grill,150-152 Wellington Parade EAST MELBOURNE VIC 3002,77,144.98483488015614,-37.81608712015,"-37.81608712015, 144.98483488015614"
2023,658,110266,110266,MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,East Melbourne,Delaware North,Part MCG 120 Brunton Avenue EAST MELBOURNE VIC 3002,2800,144.9831879869999,-37.8200069278,"-37.8200069278, 144.9831879869999"
2023,801,110326,110326,4 Riverside Quay SOUTHBANK VIC 3006,Southbank,Soho Restaurant & Bar,Part Ground 4 Riverside Quay SOUTHBANK VIC 3006,200,144.96337409882022,-37.82092446995,"-37.82092446995, 144.96337409882022"
2023,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Jackpot Bar,"Shop 72, Ground 8 Whiteman Street SOUTHBANK VIC 3006",80,144.95833415319856,-37.8231615915,"-37.8231615915, 144.95833415319856"
2023,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Atrium Bar,"Shop 70, Ground 8 Whiteman Street SOUTHBANK VIC 3006",100,144.95833415319856,-37.8231615915,"-37.8231615915, 144.95833415319856"
2023,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Velvet Bar,Part Casino 8 Whiteman Street SOUTHBANK VIC 3006,200,144.95833415319856,-37.8231615915,"-37.8231615915, 144.95833415319856"
2023,804,623559,110484,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Pan Pacific Melbourne,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,60,144.95231929429832,-37.8254299844,"-37.8254299844, 144.95231929429832"
2023,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Plus 5,37 South Wharf Promenade SOUTH WHARF VIC 3006,90,144.9506146124694,-37.82411173505,"-37.82411173505, 144.9506146124694"
2023,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Munich Brau Haus,45 South Wharf Promenade SOUTH WHARF VIC 3006,1100,144.9506146124694,-37.82411173505,"-37.82411173505, 144.9506146124694"
2023,1110,620312,593737,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Urban Alley Brewery,Shop G09 12 Star Circus DOCKLANDS VIC 3008,700,144.93799833512347,-37.8132875139,"-37.8132875139, 144.93799833512347"
2023,1112,103982,103982,The Mission to Seafarers 717 Flinders Street DOCKLANDS VIC 3008,Docklands,The Flying Angel Club,717 Flinders Street DOCKLANDS VIC 3008,200,144.9513316597974,-37.82247270025,"-37.82247270025, 144.9513316597974"
2023,2392,617402,617402,11-41 Melrose Street NORTH MELBOURNE VIC 3051,North Melbourne,Twang Brewing,21 Melrose Street NORTH MELBOURNE VIC 3051,60,144.9414035519,-37.79501732002552,"-37.79501732002552, 144.9414035519"
2002,247,106238,106238,192-202 Lygon Street CARLTON 3053,Carlton,Players On Lygon,"Ground , 192 Lygon Street CARLTON 3053",200,144.96699165611432,-37.80254093983895,"-37.80254093983895, 144.96699165611432"
2002,266,106081,106081,27-31 Lygon Street CARLTON 3053,Carlton,John Curtin Hotel,27 Lygon Street CARLTON 3053,350,144.96570800461063,-37.806200850148954,"-37.806200850148954, 144.96570800461063"
2003,11,108971,108971,24-40 Spencer Street MELBOURNE 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,561-585 Spencer Street MELBOURNE 3000,100,144.95511371743692,-37.820201437795866,"-37.820201437795866, 144.95511371743692"
2003,13,108058,108058,7-11 Queen Street MELBOURNE 3000,Melbourne (CBD),The Bliss Lounge,"Basement , 11 Queen Street MELBOURNE 3000",210,144.9619565192058,-37.81862081553311,"-37.81862081553311, 144.9619565192058"
2003,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Connells Tavern,35 Elizabeth Street MELBOURNE 3000,350,144.964321660097,-37.81742610667125,"-37.81742610667125, 144.964321660097"
2003,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround , 131 Queen Street MELBOURNE 3000",400,144.96054302812774,-37.815496733626624,"-37.815496733626624, 144.96054302812774"
2003,74,104662,104662,106-112 Hardware Street MELBOURNE 3000,Melbourne (CBD),Pugg Mahones Irish Bar,"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,144.96069018343826,-37.812137727331304,"-37.812137727331304, 144.96069018343826"
2003,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Troika Bar,106 Little Lonsdale Street MELBOURNE 3000,60,144.9685990930347,-37.8091527973733,"-37.8091527973733, 144.9685990930347"
2003,227,576967,576967,184 Rathdowne Street CARLTON 3053,Carlton,Rathdowne Tavern,184 Rathdowne Street CARLTON 3053,248,144.9712397941015,-37.7947671021019,"-37.7947671021019, 144.9712397941015"
2003,376,508976,110862,42 Courtney Street NORTH MELBOURNE 3051,North Melbourne,Metropolitan Hotel,42 Courtney Street NORTH MELBOURNE 3051,120,144.9541083709252,-37.80143144719856,"-37.80143144719856, 144.9541083709252"
2003,915,108456,108456,43-49 Royal Parade PARKVILLE 3052,Parkville,Naughtons Hotel,43-49 Royal Parade PARKVILLE 3052,120,144.95754147493764,-37.79554574576514,"-37.79554574576514, 144.95754147493764"
2004,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),The Croft Institute,21-25 Croft Alley MELBOURNE 3000,250,144.9690969005816,-37.812064674892135,"-37.812064674892135, 144.9690969005816"
2004,74,104662,104662,106-112 Hardware Street MELBOURNE 3000,Melbourne (CBD),Pugg Mahones Irish Bar,"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,144.96069018343826,-37.812137727331304,"-37.812137727331304, 144.96069018343826"
2004,267,106251,106251,66-88 Lygon Street CARLTON 3053,Carlton,Lagers On Lygon,"Part Ground , 66 Lygon Street CARLTON 3053",80,144.9665840839516,-37.80530454659966,"-37.80530454659966, 144.9665840839516"
2004,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,University House,"Building 112, Gnd & Flr1 , 156-292 Grattan Street PARKVILLE 3010",611,144.9611927667791,-37.796776921155825,"-37.796776921155825, 144.9611927667791"
2004,1103,558180,558180,94-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Club Bar,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",500,144.9475184354052,-37.81649272044851,"-37.81649272044851, 144.9475184354052"
2005,66,109392,109392,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cookie,"Unit , Level 1, 252 Swanston Street MELBOURNE 3000",300,144.96528084701362,-37.811994212317146,"-37.811994212317146, 144.96528084701362"
2005,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Hoyts Cinemas Limited,300-265 La Trobe Street MELBOURNE 3000,300,144.9627658649244,-37.81051474418151,"-37.81051474418151, 144.9627658649244"
2005,105,103301,103301,442-450 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Fluid Oz Bar,450 Elizabeth Street MELBOURNE 3000,365,144.96086818659967,-37.808309445012966,"-37.808309445012966, 144.96086818659967"
2005,255,109366,109366,594-600 Swanston Street CARLTON 3053,Carlton,Plough and Harrow Hotel,125-127 Swanston Street CARLTON 3053,400,144.96395480388765,-37.80277137275811,"-37.80277137275811, 144.96395480388765"
2005,347,110920,110920,161-163 Errol Street NORTH MELBOURNE 3051,North Melbourne,Limerick Castle Hotel & Restaurant,161-163 Errol Street NORTH MELBOURNE 3051,175,144.9496475098828,-37.80115938855124,"-37.80115938855124, 144.9496475098828"
2006,66,109436,109436,27-29 Tattersalls Lane MELBOURNE 3000,Melbourne (CBD),Section 8 Container Bar,27-29 Tattersalls Lane MELBOURNE 3000,100,144.96539897055217,-37.81176297225633,"-37.81176297225633, 144.96539897055217"
2006,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Mai Tai Restaurant,234A Russell Street MELBOURNE 3000,170,144.96765325569743,-37.8109838040537,"-37.8109838040537, 144.96765325569743"
2006,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Melbourne Room,"Level 1, 391 Little Lonsdale Street MELBOURNE 3000",175,144.9603507674639,-37.8118754125278,"-37.8118754125278, 144.9603507674639"
2006,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE 3051,North Melbourne,The Castle Hotel,56-58 Courtney Street NORTH MELBOURNE 3051,317,144.95304334746442,-37.800899770504216,"-37.800899770504216, 144.95304334746442"
2006,424,109706,109706,297-307 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Jawa Bar,297 Victoria Street WEST MELBOURNE 3003,40,144.95138561917568,-37.805643840406425,"-37.805643840406425, 144.95138561917568"
2006,801,559161,559161,3-7 Riverside Quay SOUTHBANK 3006,Southbank,Eureka 89 Pty Ltd,"Unit 8901, Level 89, 7-0 Riverside Quay SOUTHBANK 3006",150,144.9645481020912,-37.82168190393536,"-37.82168190393536, 144.9645481020912"
2006,804,110988,110988,7-9 South Wharf SOUTHBANK 3006,Southbank,Atlantic South Wharf Function Centre,"Suite 6, Part 7-9 South Wharf SOUTHBANK 3006",1300,144.94934455622283,-37.82400245608464,"-37.82400245608464, 144.94934455622283"
2007,13,106435,106435,21-31 Market Street MELBOURNE 3000,Melbourne (CBD),The Trust Bar,"Unit 1, 29 Market Street MELBOURNE 3000",100,144.96042989133713,-37.818646932212395,"-37.818646932212395, 144.96042989133713"
2007,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),The Exchange Hotel,"Ground , 120 King Street MELBOURNE 3000",1240,144.95641679014355,-37.81703382441968,"-37.81703382441968, 144.95641679014355"
2007,48,503031,503031,19-23 Meyers Place MELBOURNE 3000,Melbourne (CBD),Loop 23,"Ground , 19-23 Meyers Place MELBOURNE 3000",150,144.97211413742826,-37.812154565534186,"-37.812154565534186, 144.97211413742826"
2007,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),JWow Bar,243 Little Lonsdale Street MELBOURNE 3000,100,144.96573447495646,-37.8106799743433,"-37.8106799743433, 144.96573447495646"
2007,77,108573,108573,270 Russell Street MELBOURNE 3000,Melbourne (CBD),So'bar,"Ground , 270 Russell Street MELBOURNE 3000",90,144.96717342418577,-37.81011193346902,"-37.81011193346902, 144.96717342418577"
2007,85,102597,102597,2-20 Drewery Place MELBOURNE 3000,Melbourne (CBD),Baroq House,"Gnd & Bmt , 9-13 Drewery Place MELBOURNE 3000",303,144.96397969116956,-37.811304482155336,"-37.811304482155336, 144.96397969116956"
2007,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,Pugg Mahones,171-175 Elgin Street CARLTON 3053,500,144.96871691208585,-37.797507504118016,"-37.797507504118016, 144.96871691208585"
2007,361,109842,109842,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Central Club Hotel,240-248 Victoria Street NORTH MELBOURNE 3051,150,144.95813211197202,-37.8059126341164,"-37.8059126341164, 144.95813211197202"
2007,801,559161,559161,3-7 Riverside Quay SOUTHBANK 3006,Southbank,Belgian Beer Cafe Eureka,5-7 Riverside Quay SOUTHBANK 3006,638,144.9645481020912,-37.82168190393536,"-37.82168190393536, 144.9645481020912"
2008,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),The Adelphi Hotel,187 Flinders Lane MELBOURNE 3000,80,144.96837518905,-37.8163584187671,"-37.8163584187671, 144.96837518905"
2008,23,106436,106436,54-60 Market Street MELBOURNE 3000,Melbourne (CBD),Oaks on Market,"Level 1, 60 Market Street MELBOURNE 3000",45,144.9608187220784,-37.8177773142,"-37.8177773142, 144.9608187220784"
2008,33,100730,100730,12-16 Bank Place MELBOURNE 3000,Melbourne (CBD),Melbourne Savage Club,12-16 Bank Place MELBOURNE 3000,30,144.9605773490404,-37.81654512525,"-37.81654512525, 144.9605773490404"
2008,48,101113,101113,59-63 Bourke Street MELBOURNE 3000,Melbourne (CBD),Club Asuka,"Floor 2, 59-63 Bourke Street MELBOURNE 3000",150,144.9715577236,-37.81210627199973,"-37.81210627199973, 144.9715577236"
2008,57,101214,101214,146-150 Bourke Street MELBOURNE 3000,Melbourne (CBD),FM Karaoke Bar,"Level 1, 146 Bourke Street MELBOURNE 3000",100,144.96874244805002,-37.81235426986924,"-37.81235426986924, 144.96874244805002"
2008,71,105318,105318,277-287 King Street MELBOURNE 3000,Melbourne (CBD),Hotel Sophia,277-287 King Street MELBOURNE 3000,116,144.954199877,-37.81367554438032,"-37.81367554438032, 144.954199877"
2008,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Three Degrees,1-7 Little Lonsdale Street MELBOURNE 3000,775,144.96572505308205,-37.8106786168,"-37.8106786168, 144.96572505308205"
2008,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Match Bar & Grill,249 Little Lonsdale Street MELBOURNE 3000,360,144.96572505308205,-37.8106786168,"-37.8106786168, 144.96572505308205"
2008,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242-284 Exhibition Street MELBOURNE 3000",400,144.969975601,-37.80941502837925,"-37.80941502837925, 144.969975601"
2008,84,103207,103207,315-321 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Meeting Place,315-321 Elizabeth Street MELBOURNE 3000,250,144.96147232958833,-37.81124947645,"-37.81124947645, 144.96147232958833"
2008,85,222221,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Kingpin Melbourne Central,"Shop 305, Level 3, 300 La Trobe Street MELBOURNE 3000",760,144.96283887062455,-37.810901747299994,"-37.810901747299994, 144.96283887062455"
2008,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,377-391 Cardigan Street CARLTON 3053,239,144.9657543198,-37.79725538709062,"-37.79725538709062, 144.9657543198"
2008,345,103402,103402,33 Errol Street NORTH MELBOURNE 3051,North Melbourne,Townhall Hotel North Melbourne,33 Errol Street NORTH MELBOURNE 3051,220,144.948794535847,-37.804127038199994,"-37.804127038199994, 144.948794535847"
2008,376,508976,110862,42 Courtney Street NORTH MELBOURNE 3051,North Melbourne,Metropolitan Hotel,42 Courtney Street NORTH MELBOURNE 3051,100,144.95409885682332,-37.80143001605,"-37.80143001605, 144.95409885682332"
